species	compartment	IC_Xinitialized	HGNC	Annotation	Unnamed: 5	Unnamed: 6	Unnamed: 7	Unnamed: 8	Unnamed: 9	Unnamed: 10	Unnamed: 11	Unnamed: 12	Unnamed: 13	Unnamed: 14	Unnamed: 15
Sp_EE1E1	Cytoplasm	7.08776644260447E-18	SPRY2, EGF, EGFR	ENSG00000136158	ENSG00000138798	ENSG00000146648									
Sp_EE1EE1	Cytoplasm	1.66086040778424E-35	SPRY2, EGF, EGFR	ENSG00000136158	ENSG00000138798	ENSG00000146648									
Sp_EE1E3	Cytoplasm	1.28304196866199E-18	SPRY2, EGF, EGFR, ERBB3	ENSG00000136158	ENSG00000138798	ENSG00000146648	ENSG00000065361								
Sp_EE1HE3	Cytoplasm	6.65931258821793E-34	SPRY2, EGF, EGFR, NRG1, ERBB3	ENSG00000136158	ENSG00000138798	ENSG00000146648	ENSG00000157168	ENSG00000065361							
Sp_EE1E4	Cytoplasm	1.53855216896028E-46	SPRY2, EGF, EGFR, ERBB4	ENSG00000136158	ENSG00000138798	ENSG00000146648	ENSG00000178568								
Sp_EE1HE4	Cytoplasm	1.65859033686799E-61	SPRY2, EGF, EGFR, NRG1, ERBB4	ENSG00000136158	ENSG00000138798	ENSG00000146648	ENSG00000157168	ENSG00000178568							
Sp_E2HE3	Cytoplasm	8.87112084343135E-18	SPRY2, ERBB2, NRG1, ERBB3	ENSG00000136158	ENSG00000141736	ENSG00000157168	ENSG00000065361								
Sp_HE3Ev3	Cytoplasm	1.18015800963611E-28	SPRY2, NRG1, ERBB3	ENSG00000136158	ENSG00000157168	ENSG00000065361	ENSG00000178568								
Sp_E1HE3	Cytoplasm	1.03307194745845E-16	SPRY2, EGFR, NRG1, ERBB3	ENSG00000136158	ENSG00000146648	ENSG00000157168	ENSG00000065361								
Sp_HE3E4	Cytoplasm	1.84414863459261E-45	SPRY2, NRG1, ERBB3, ERBB4	ENSG00000136158	ENSG00000157168	ENSG00000065361	ENSG00000178568								
Sp_HE3HE4	Cytoplasm	1.15561118362954E-60	SPRY2, NRG1, ERBB3, ERBB4	ENSG00000136158	ENSG00000157168	ENSG00000065361	ENSG00000178568								
Sp_E2HE4	Cytoplasm	3.71487620767113E-45	SPRY2, ERBB2, NRG1, ERBB4	ENSG00000136158	ENSG00000141736	ENSG00000157168	ENSG00000178568								
Sp_HE4Ev3	Cytoplasm	4.95666310811566E-56	SPRY2, NRG1, ERBB4	ENSG00000136158	ENSG00000157168	ENSG00000178568									
Sp_E1HE4	Cytoplasm	4.32437821284879E-44	SPRY2, EGFR, NRG1, ERBB4	ENSG00000136158	ENSG00000146648	ENSG00000157168	ENSG00000178568								
Sp_E3HE4	Cytoplasm	1.71125989429211E-45	SPRY2, ERBB3, NRG1, ERBB4	ENSG00000136158	ENSG00000065361	ENSG00000157168	ENSG00000178568								
Sp_HE4E4	Cytoplasm	7.19535021260888E-73	SPRY2, NRG1, ERBB4	ENSG00000136158	ENSG00000157168	ENSG00000178568									
Sp_HE4HE4	Cytoplasm	2.46350492513182E-88	SPRY2, NRG1, ERBB4	ENSG00000136158	ENSG00000157168	ENSG00000178568									
Sp_HGF_Met_Met	Cytoplasm	8.62411076021567E-15	SPRY2, HGF, MET	ENSG00000136158	ENSG00000019991	ENSG00000105976									
Sp_HGF_Met_HGF_Met	Cytoplasm	1.3723403234188E-28	SPRY2, HGF, MET	ENSG00000136158	ENSG00000019991	ENSG00000105976									
Sp_PPrPPr	Cytoplasm	3.54796969722456E-43	SPRY2, PDGFB, PDGFRA, PDGFRB	ENSG00000136158	ENSG00000100311	ENSG00000134853	ENSG00000113721								
Sp_PPrPr	Cytoplasm	5.2954212421582E-40	SPRY2, PDGFB, PDGFRA, PDGFRB	ENSG00000136158	ENSG00000100311	ENSG00000134853	ENSG00000113721								
Sp_FFrFFr	Cytoplasm	3.58726592731321E-33	SPRY2, FGF1, FGF2, FGFR1, FGFR2	ENSG00000136158	ENSG00000113578	ENSG00000138685	ENSG00000077782	ENSG00000066468							
Sp_FFrFr	Cytoplasm	8.1426273875038E-18	SPRY2, FGF1, FGF2, FGFR1, FGFR2	ENSG00000136158	ENSG00000113578	ENSG00000138685	ENSG00000077782	ENSG00000066468							
Sp_IIrIr	Cytoplasm	8.48781095969436E-21	SPRY2, IGF1, IGF2, IGF1R	ENSG00000136158	ENSG00000017427	ENSG00000167244	ENSG00000140443								
Sp_INS_Isr_Isr	Cytoplasm	1.13268952646832E-18	SPRY2, INS, INSR	ENSG00000136158	ENSG00000254647	ENSG00000171105									
Sp_IIrIrI	Cytoplasm	1.00378499917031E-39	SPRY2, IGF1, IGF2, IGF1R, IGF2R	ENSG00000136158	ENSG00000017427	ENSG00000167244	ENSG00000140443								
Sp_INS_Isr_Isr_INS	Cytoplasm	5.21621742581443E-36	SPRY2, INS, INSR	ENSG00000136158	ENSG00000254647	ENSG00000171105									
EE1E2int	Cytoplasm	6.12054218775448E-16	EGF, EGFR, ERBB2	ENSG00000138798	ENSG00000146648	ENSG00000141736									
EE1Ev3int	Cytoplasm	2.25348721173832E-27	EGF, EGFR	ENSG00000138798	ENSG00000146648										
EE1E1int	Cytoplasm	2.11537945750482E-15	EGF, EGFR	ENSG00000138798	ENSG00000146648										
EE1EE1int	Cytoplasm	4.95691844105035E-33	EGF, EGFR	ENSG00000138798	ENSG00000146648										
EE1E3int	Cytoplasm	2.77536114366049E-16	EGF, EGFR, ERBB3	ENSG00000138798	ENSG00000146648	ENSG00000065361									
EE1HE3int	Cytoplasm	1.44048279339543E-31	EGF, EGFR, NRG1, ERBB3	ENSG00000138798	ENSG00000146648	ENSG00000157168	ENSG00000065361								
EE1E4int	Cytoplasm	3.32955528328608E-44	EGF, EGFR, ERBB4	ENSG00000138798	ENSG00000146648	ENSG00000178568									
EE1HE4int	Cytoplasm	3.58932816527968E-59	EGF, EGFR, NRG1, ERBB4	ENSG00000138798	ENSG00000146648	ENSG00000157168	ENSG00000178568								
E2HE3int	Cytoplasm	2.07616079903162E-16	ERBB2, NRG1, ERBB3	ENSG00000141736	ENSG00000157168	ENSG00000065361									
HE3Ev3int	Cytoplasm	2.76199721235896E-27	NRG1, ERBB3	ENSG00000157168	ENSG00000065361										
E1HE3int	Cytoplasm	2.23464132918502E-14	EGFR, NRG1, ERBB3	ENSG00000146648	ENSG00000157168	ENSG00000065361									
HE3E4int	Cytoplasm	4.3170688051933E-44	NRG1, ERBB3, ERBB4	ENSG00000157168	ENSG00000065361	ENSG00000178568									
HE3HE4int	Cytoplasm	2.7052337899838E-59	NRG1, ERBB3, ERBB4	ENSG00000157168	ENSG00000065361	ENSG00000178568									
E2HE4int	Cytoplasm	8.69655016798761E-44	ERBB2, NRG1, ERBB4	ENSG00000141736	ENSG00000157168	ENSG00000178568									
HE4Ev3int	Cytoplasm	1.16037865954098E-54	NRG1, ERBB4	ENSG00000157168	ENSG00000178568										
E1HE4int	Cytoplasm	9.35828553836584E-42	EGFR, NRG1, ERBB4	ENSG00000146648	ENSG00000157168	ENSG00000178568									
E3HE4int	Cytoplasm	4.00598225579498E-44	ERBB3, NRG1, ERBB4	ENSG00000065361	ENSG00000157168	ENSG00000178568									
HE4E4int	Cytoplasm	1.68489976046732E-71	NRG1, ERBB4	ENSG00000157168	ENSG00000178568										
HE4HE4int	Cytoplasm	5.76866852665319E-87	NRG1, ERBB4	ENSG00000157168	ENSG00000178568										
HGF_Met_Metint	Cytoplasm	2.01850917360858E-13	HGF, MET	ENSG00000019991	ENSG00000105976										
HGF_Met_HGF_Metint	Cytoplasm	3.21202261107775E-27	HGF, MET	ENSG00000019991	ENSG00000105976										
PPrPPrint	Cytoplasm	8.30268057829376E-42	PDGFB, PDGFRA, PDGFRB	ENSG00000100311	ENSG00000134853	ENSG00000113721									
PPrPrint	Cytoplasm	1.23919297099809E-38	PDGFB, PDGFRA, PDGFRB	ENSG00000100311	ENSG00000134853	ENSG00000113721									
FFrFFrint	Cytoplasm	8.39564097078689E-32	FGF1, FGF2, FGFR1, FGFR2	ENSG00000113578	ENSG00000138685	ENSG00000077782	ENSG00000066468								
FFrFrint	Cytoplasm	1.90569053858237E-16	FGF1, FGF2, FGFR1, FGFR2	ENSG00000113578	ENSG00000138685	ENSG00000077782	ENSG00000066468								
IIrIr_int	Cytoplasm	8.08458665712784E-19	IGF1, IGF2, IGF1R	ENSG00000017427	ENSG00000167244	ENSG00000140443									
INS_Isr_Isr_int	Cytoplasm	1.54051069474156E-16	INS, INSR	ENSG00000254647	ENSG00000171105										
IIrIrI_int	Cytoplasm	9.56099163107393E-38	IGF1, IGF2, IGF1R	ENSG00000017427	ENSG00000167244	ENSG00000140443									
INS_Isr_Isr_INS_int	Cytoplasm	7.09429953507926E-34	INS, INSR	ENSG00000254647	ENSG00000171105										
pEE1E2int	Cytoplasm	6.12706090211184E-16	EGF, EGFR, ERBB2	ENSG00000138798	ENSG00000146648	ENSG00000141736									
pEE1Ev3int	Cytoplasm	2.25588729967019E-27	EGF, EGFR	ENSG00000138798	ENSG00000146648										
pEE1E1int	Cytoplasm	2.11892105762612E-15	EGF, EGFR	ENSG00000138798	ENSG00000146648										
pEE1EE1int	Cytoplasm	4.96521736395556E-33	EGF, EGFR	ENSG00000138798	ENSG00000146648										
pEE1E3int	Cytoplasm	2.7783170560583E-16	EGF, EGFR, ERBB3	ENSG00000138798	ENSG00000146648	ENSG00000065361									
pEE1HE3int	Cytoplasm	1.44201698670247E-31	EGF, EGFR, NRG1, ERBB3	ENSG00000138798	ENSG00000146648	ENSG00000157168	ENSG00000065361								
pEE1E4int	Cytoplasm	3.33309900040488E-44	EGF, EGFR, ERBB4	ENSG00000138798	ENSG00000146648	ENSG00000178568									
pEE1HE4int	Cytoplasm	3.59314836383989E-59	EGF, EGFR, NRG1, ERBB4	ENSG00000138798	ENSG00000146648	ENSG00000157168	ENSG00000178568								
pE2HE3int	Cytoplasm	2.0792482699757E-16	ERBB2, NRG1, ERBB3	ENSG00000141736	ENSG00000157168	ENSG00000065361									
pHE3Ev3int	Cytoplasm	2.76610459466999E-27	NRG1, ERBB3	ENSG00000157168	ENSG00000065361										
pE1HE3int	Cytoplasm	2.23702135602386E-14	EGFR, NRG1, ERBB3	ENSG00000146648	ENSG00000157168	ENSG00000065361									
pHE3E4int	Cytoplasm	4.32348557664249E-44	NRG1, ERBB3, ERBB4	ENSG00000157168	ENSG00000065361	ENSG00000178568									
pHE3HE4int	Cytoplasm	2.7092547742202E-59	NRG1, ERBB3, ERBB4	ENSG00000157168	ENSG00000065361	ENSG00000178568									
pE2HE4int	Cytoplasm	8.70947647918221E-44	ERBB2, NRG1, ERBB4	ENSG00000141736	ENSG00000157168	ENSG00000178568									
pHE4Ev3int	Cytoplasm	1.16210341422727E-54	NRG1, ERBB4	ENSG00000157168	ENSG00000178568										
pE1HE4int	Cytoplasm	9.36824580770043E-42	EGFR, NRG1, ERBB4	ENSG00000146648	ENSG00000157168	ENSG00000178568									
pE3HE4int	Cytoplasm	4.01193663681713E-44	ERBB3, NRG1, ERBB4	ENSG00000065361	ENSG00000157168	ENSG00000178568									
pHE4E4int	Cytoplasm	1.6874029127475E-71	NRG1, ERBB4	ENSG00000157168	ENSG00000178568										
pHE4HE4int	Cytoplasm	5.77723868317217E-87	NRG1, ERBB4	ENSG00000157168	ENSG00000178568										
pHGF_Met_Metint	Cytoplasm	2.02151090600011E-13	HGF, MET	ENSG00000019991	ENSG00000105976										
pHGF_Met_HGF_Metint	Cytoplasm	3.21679921417984E-27	HGF, MET	ENSG00000019991	ENSG00000105976										
pPPrPPrint	Cytoplasm	8.31502754437216E-42	PDGFB, PDGFRA, PDGFRB	ENSG00000100311	ENSG00000134853	ENSG00000113721									
pPPrPrint	Cytoplasm	1.24103578229659E-38	PDGFB, PDGFRA, PDGFRB	ENSG00000100311	ENSG00000134853	ENSG00000113721									
pFFrFFrint	Cytoplasm	8.40812617858694E-32	FGF1, FGF2, FGFR1, FGFR2	ENSG00000113578	ENSG00000138685	ENSG00000077782	ENSG00000066468								
pFFrFrint	Cytoplasm	1.90852450238676E-16	FGF1, FGF2, FGFR1, FGFR2	ENSG00000113578	ENSG00000138685	ENSG00000077782	ENSG00000066468								
pIIrIr_int	Cytoplasm	8.08529709806166E-19	IGF1, IGF2, IGF1R	ENSG00000017427	ENSG00000167244	ENSG00000140443									
pINS_Isr_Isr_int	Cytoplasm	1.54069410948433E-16	INS, INSR	ENSG00000254647	ENSG00000171105										
pIIrIrI_int	Cytoplasm	9.56183181229373E-38	IGF1, IGF2, IGF1R	ENSG00000017427	ENSG00000167244	ENSG00000140443									
pINS_Isr_Isr_INS_int	Cytoplasm	7.09514418946652E-34	INS, INSR	ENSG00000254647	ENSG00000171105										
pIIrIr_int_IRS	Cytoplasm	5.99850355202817E-19	IGF1, IGF2, IGF1R, IRS1, IRS2	ENSG00000017427	ENSG00000167244	ENSG00000140443	ENSG00000169047	ENSG00000185950							
pINS_Isr_Isr_int_IRS	Cytoplasm	1.14304260540568E-16	INS, INSR, IRS1, IRS2	ENSG00000254647	ENSG00000171105	ENSG00000169047	ENSG00000185950								
pIIrIrI_int_IRS	Cytoplasm	7.09394862518305E-38	IGF1, IGF2, IGF1R, IGF2R, IRS1, IRS2	ENSG00000017427	ENSG00000167244	ENSG00000140443	ENSG00000197081	ENSG00000169047	ENSG00000185950						
pINS_Isr_Isr_INS_int_IRS	Cytoplasm	5.26389505267896E-34	INS, INSR, IRS1, IRS2	ENSG00000254647	ENSG00000171105	ENSG00000169047	ENSG00000185950								
pEE1E2_G2_SOS	Cytoplasm	1.66061318872744E-19	EGF, EGFR, ERBB2, GRB2, SOS1	ENSG00000138798	ENSG00000146648	ENSG00000141736	ENSG00000177885	ENSG00000115904							
pEE1Ev3_G2_SOS	Cytoplasm	6.79360438832988E-31	EGF, EGFR, GRB2, SOS1	ENSG00000138798	ENSG00000146648	ENSG00000177885	ENSG00000115904								
pEE1E1_G2_SOS	Cytoplasm	4.58574105509995E-19	EGF, EGFR, GRB2, SOS1	ENSG00000138798	ENSG00000146648	ENSG00000177885	ENSG00000115904								
pEE1EE1_G2_SOS	Cytoplasm	1.07456158741867E-36	EGF, EGFR, GRB2, SOS1	ENSG00000138798	ENSG00000146648	ENSG00000177885	ENSG00000115904								
pEE1E3_G2_SOS	Cytoplasm	6.69324142765459E-20	EGF, EGFR, ERBB3, GRB2, SOS1	ENSG00000138798	ENSG00000146648	ENSG00000065361	ENSG00000177885	ENSG00000115904							
pEE1HE3_G2_SOS	Cytoplasm	3.47396136531689E-35	EGF, EGFR, NRG1, ERBB3, GRB2, SOS1	ENSG00000138798	ENSG00000146648	ENSG00000157168	ENSG00000065361	ENSG00000177885	ENSG00000115904						
pEE1E4_G2_SOS	Cytoplasm	1.10289698691745E-47	EGF, EGFR, ERBB4, GRB2, SOS1	ENSG00000138798	ENSG00000146648	ENSG00000178568	ENSG00000177885	ENSG00000115904							
pEE1HE4_G2_SOS	Cytoplasm	1.18894512159606E-62	EGF, EGFR, NRG1, ERBB4, GRB2, SOS1	ENSG00000138798	ENSG00000146648	ENSG00000157168	ENSG00000178568	ENSG00000177885	ENSG00000115904						
pE2HE3_G2_SOS	Cytoplasm	4.06548306499654E-19	ERBB2, NRG1, ERBB3, GRB2, SOS1	ENSG00000141736	ENSG00000157168	ENSG00000065361	ENSG00000177885	ENSG00000115904							
pHE3Ev3_G2_SOS	Cytoplasm	6.18115121979353E-30	NRG1, ERBB3, GRB2, SOS1	ENSG00000157168	ENSG00000065361	ENSG00000177885	ENSG00000115904								
pE1HE3_G2_SOS	Cytoplasm	5.38924709319562E-18	EGFR, NRG1, ERBB3, GRB2, SOS1	ENSG00000146648	ENSG00000157168	ENSG00000065361	ENSG00000177885	ENSG00000115904							
pHE3E4_G2_SOS	Cytoplasm	1.0858911791976E-46	NRG1, ERBB3, ERBB4, GRB2, SOS1	ENSG00000157168	ENSG00000065361	ENSG00000178568	ENSG00000177885	ENSG00000115904							
pHE3HE4_G2_SOS	Cytoplasm	6.80459176533357E-62	NRG1, ERBB3, ERBB4, GRB2, SOS1	ENSG00000157168	ENSG00000065361	ENSG00000178568	ENSG00000177885	ENSG00000115904							
pE2HE4_G2_SOS	Cytoplasm	2.43056122541482E-46	ERBB2, NRG1, ERBB4, GRB2, SOS1	ENSG00000141736	ENSG00000157168	ENSG00000178568	ENSG00000177885	ENSG00000115904							
pHE4Ev3_G2_SOS	Cytoplasm	3.56742597672023E-57	NRG1, ERBB4, GRB2, SOS1	ENSG00000157168	ENSG00000178568	ENSG00000177885	ENSG00000115904								
pE1HE4_G2_SOS	Cytoplasm	3.09990438953753E-45	EGFR, NRG1, ERBB4, GRB2, SOS1	ENSG00000146648	ENSG00000157168	ENSG00000178568	ENSG00000177885	ENSG00000115904							
pE3HE4_G2_SOS	Cytoplasm	1.00764222019279E-46	ERBB3, NRG1, ERBB4, GRB2, SOS1	ENSG00000065361	ENSG00000157168	ENSG00000178568	ENSG00000177885	ENSG00000115904							
pHE4E4_G2_SOS	Cytoplasm	5.64567763418566E-74	NRG1, ERBB4, GRB2, SOS1	ENSG00000157168	ENSG00000178568	ENSG00000177885	ENSG00000115904								
pHE4HE4_G2_SOS	Cytoplasm	1.93293624440125E-89	NRG1, ERBB4, GRB2, SOS1	ENSG00000157168	ENSG00000178568	ENSG00000177885	ENSG00000115904								
pHGF_Met_Met_G2_SOS	Cytoplasm	1.12927389724021E-16	HGF, MET, GRB2, SOS1	ENSG00000019991	ENSG00000105976	ENSG00000177885	ENSG00000115904								
pHGF_Met_HGF_Met_G2_SOS	Cytoplasm	1.79699086998962E-30	HGF, MET, GRB2, SOS1	ENSG00000019991	ENSG00000105976	ENSG00000177885	ENSG00000115904								
pPPrPPr_G2_SOS	Cytoplasm	2.32206800467825E-45	PDGFB, PDGFRA, PDGFRB, GRB2, SOS1	ENSG00000100311	ENSG00000134853	ENSG00000113721	ENSG00000177885	ENSG00000115904							
pPPrPr_G2_SOS	Cytoplasm	3.46573654429125E-42	PDGFB, PDGFRA, PDGFRB, GRB2, SOS1	ENSG00000100311	ENSG00000134853	ENSG00000113721	ENSG00000177885	ENSG00000115904							
pFFrFFr_G2_SOS	Cytoplasm	1.87889182401569E-34	FGF1, FGF2, FGFR1, FGFR2, GRB2, SOS1	ENSG00000113578	ENSG00000138685	ENSG00000077782	ENSG00000066468	ENSG00000177885	ENSG00000115904						
pFFrFr_G2_SOS	Cytoplasm	4.26481605779104E-19	FGF1, FGF2, FGFR1, FGFR2, GRB2, SOS1	ENSG00000113578	ENSG00000138685	ENSG00000077782	ENSG00000066468	ENSG00000177885	ENSG00000115904						
pIIrIr_IRS_G2_SOS	Cytoplasm	2.02513681653693E-22	IGF1, IGF2, IGF1R, GRB2, SOS1	ENSG00000017427	ENSG00000167244	ENSG00000140443	ENSG00000177885	ENSG00000115904							
pINS_Isr_Isr_IRS_G2_SOS	Cytoplasm	3.75197984607877E-20	INS, INSR, GRB2, SOS1	ENSG00000254647	ENSG00000171105	ENSG00000177885	ENSG00000115904								
pIIrIrI_IRS_G2_SOS	Cytoplasm	2.39496607996831E-41	IGF1, IGF2, IGF1R, GRB2, SOS1	ENSG00000017427	ENSG00000167244	ENSG00000140443	ENSG00000177885	ENSG00000115904							
pINS_Isr_Isr_INS_IRS_G2_SOS	Cytoplasm	1.72784705717919E-37	INS, INSR, GRB2, SOS1	ENSG00000254647	ENSG00000171105	ENSG00000177885	ENSG00000115904								
pEE1E2int_G2_SOS	Cytoplasm	5.95961180734202E-19	EGF, EGFR, ERBB2, GRB2, SOS1	ENSG00000138798	ENSG00000146648	ENSG00000141736	ENSG00000177885	ENSG00000115904							
pEE1Ev3int_G2_SOS	Cytoplasm	2.43803908992818E-30	EGF, EGFR, GRB2, SOS1	ENSG00000138798	ENSG00000146648	ENSG00000177885	ENSG00000115904								
pEE1E1int_G2_SOS	Cytoplasm	2.28937636085833E-18	EGF, EGFR, GRB2, SOS1	ENSG00000138798	ENSG00000146648	ENSG00000177885	ENSG00000115904								
pEE1EE1int_G2_SOS	Cytoplasm	5.36464123745476E-36	EGF, EGFR, GRB2, SOS1	ENSG00000138798	ENSG00000146648	ENSG00000177885	ENSG00000115904								
pEE1E3int_G2_SOS	Cytoplasm	2.40212198113784E-19	EGF, EGFR, ERBB3, GRB2, SOS1	ENSG00000138798	ENSG00000146648	ENSG00000065361	ENSG00000177885	ENSG00000115904							
pEE1HE3int_G2_SOS	Cytoplasm	1.24676220575882E-34	EGF, EGFR, NRG1, ERBB3, GRB2, SOS1	ENSG00000138798	ENSG00000146648	ENSG00000157168	ENSG00000065361	ENSG00000177885	ENSG00000115904						
pEE1E4int_G2_SOS	Cytoplasm	3.96245466014985E-47	EGF, EGFR, ERBB4, GRB2, SOS1	ENSG00000138798	ENSG00000146648	ENSG00000178568	ENSG00000177885	ENSG00000115904							
pEE1HE4int_G2_SOS	Cytoplasm	4.27160653731043E-62	EGF, EGFR, NRG1, ERBB4, GRB2, SOS1	ENSG00000138798	ENSG00000146648	ENSG00000157168	ENSG00000178568	ENSG00000177885	ENSG00000115904						
pE2HE3int_G2_SOS	Cytoplasm	1.57308445438024E-19	ERBB2, NRG1, ERBB3, GRB2, SOS1	ENSG00000141736	ENSG00000157168	ENSG00000065361	ENSG00000177885	ENSG00000115904							
pHE3Ev3int_G2_SOS	Cytoplasm	2.39169742251728E-30	NRG1, ERBB3, GRB2, SOS1	ENSG00000157168	ENSG00000065361	ENSG00000177885	ENSG00000115904								
pE1HE3int_G2_SOS	Cytoplasm	1.93411984721841E-17	EGFR, NRG1, ERBB3, GRB2, SOS1	ENSG00000146648	ENSG00000157168	ENSG00000065361	ENSG00000177885	ENSG00000115904							
pHE3E4int_G2_SOS	Cytoplasm	4.20556467831097E-47	NRG1, ERBB3, ERBB4, GRB2, SOS1	ENSG00000157168	ENSG00000065361	ENSG00000178568	ENSG00000177885	ENSG00000115904							
pHE3HE4int_G2_SOS	Cytoplasm	2.63536121067264E-62	NRG1, ERBB3, ERBB4, GRB2, SOS1	ENSG00000157168	ENSG00000065361	ENSG00000178568	ENSG00000177885	ENSG00000115904							
pE2HE4int_G2_SOS	Cytoplasm	9.41325542348723E-47	ERBB2, NRG1, ERBB4, GRB2, SOS1	ENSG00000141736	ENSG00000157168	ENSG00000178568	ENSG00000177885	ENSG00000115904							
pHE4Ev3int_G2_SOS	Cytoplasm	1.38160932198999E-57	NRG1, ERBB4, GRB2, SOS1	ENSG00000157168	ENSG00000178568	ENSG00000177885	ENSG00000115904								
pE1HE4int_G2_SOS	Cytoplasm	1.11371576942553E-44	EGFR, NRG1, ERBB4, GRB2, SOS1	ENSG00000146648	ENSG00000157168	ENSG00000178568	ENSG00000177885	ENSG00000115904							
pE3HE4int_G2_SOS	Cytoplasm	3.90251307939427E-47	ERBB3, NRG1, ERBB4, GRB2, SOS1	ENSG00000065361	ENSG00000157168	ENSG00000178568	ENSG00000177885	ENSG00000115904							
pHE4E4int_G2_SOS	Cytoplasm	2.18850717675484E-74	NRG1, ERBB4, GRB2, SOS1	ENSG00000157168	ENSG00000178568	ENSG00000177885	ENSG00000115904								
pHE4HE4int_G2_SOS	Cytoplasm	7.49289231698986E-90	NRG1, ERBB4, GRB2, SOS1	ENSG00000157168	ENSG00000178568	ENSG00000177885	ENSG00000115904								
pHGF_Met_Metint_G2_SOS	Cytoplasm	4.36972126575978E-17	HGF, MET, GRB2, SOS1	ENSG00000019991	ENSG00000105976	ENSG00000177885	ENSG00000115904								
pHGF_Met_HGF_Metint_G2_SOS	Cytoplasm	6.95347025177707E-31	HGF, MET, GRB2, SOS1	ENSG00000019991	ENSG00000105976	ENSG00000177885	ENSG00000115904								
pPPrPPrint_G2_SOS	Cytoplasm	8.98692966246189E-46	PDGFB, PDGFRA, PDGFRB, GRB2, SOS1	ENSG00000100311	ENSG00000134853	ENSG00000113721	ENSG00000177885	ENSG00000115904							
pPPrPrint_G2_SOS	Cytoplasm	1.34131862156567E-42	PDGFB, PDGFRA, PDGFRB, GRB2, SOS1	ENSG00000100311	ENSG00000134853	ENSG00000113721	ENSG00000177885	ENSG00000115904							
pFFrFFrint_G2_SOS	Cytoplasm	7.27004096212804E-35	FGF1, FGF2, FGFR1, FGFR2, GRB2, SOS1	ENSG00000113578	ENSG00000138685	ENSG00000077782	ENSG00000066468	ENSG00000177885	ENSG00000115904						
pFFrFrint_G2_SOS	Cytoplasm	1.65019541985659E-19	FGF1, FGF2, FGFR1, FGFR2, GRB2, SOS1	ENSG00000113578	ENSG00000138685	ENSG00000077782	ENSG00000066468	ENSG00000177885	ENSG00000115904						
pIIrIr_int_IRS_G2_SOS	Cytoplasm	3.24160859449718E-22	IGF1, IGF2, IGF1R, GRB2, SOS1	ENSG00000017427	ENSG00000167244	ENSG00000140443	ENSG00000177885	ENSG00000115904							
pINS_Isr_Isr_int_IRS_G2_SOS	Cytoplasm	8.64784922094908E-20	INS, INSR, GRB2, SOS1	ENSG00000254647	ENSG00000171105	ENSG00000177885	ENSG00000115904								
pIIrIrI_int_IRS_G2_SOS	Cytoplasm	3.83359026682539E-41	IGF1, IGF2, IGF1R, GRB2, SOS1	ENSG00000017427	ENSG00000167244	ENSG00000140443	ENSG00000177885	ENSG00000115904							
pINS_Isr_Isr_INS_int_IRS_G2_SOS	Cytoplasm	3.98247366416629E-37	INS, INSR, GRB2, SOS1	ENSG00000254647	ENSG00000171105	ENSG00000177885	ENSG00000115904								
pEE1E2_PLCg	Cytoplasm	2.96368473638722E-18	EGF, EGFR, ERBB2, PLCG1, PLCG2	ENSG00000138798	ENSG00000146648	ENSG00000141736	ENSG00000124181	ENSG00000197943							
pEE1Ev3_PLCg	Cytoplasm	1.0912048387113E-29	EGF, EGFR, PLCG1, PLCG2	ENSG00000138798	ENSG00000146648	ENSG00000124181	ENSG00000197943								
pEE1E1_PLCg	Cytoplasm	7.36572597161826E-18	EGF, EGFR, PLCG1, PLCG2	ENSG00000138798	ENSG00000146648	ENSG00000124181	ENSG00000197943								
pEE1EE1_PLCg	Cytoplasm	1.72598642964783E-35	EGF, EGFR, PLCG1, PLCG2	ENSG00000138798	ENSG00000146648	ENSG00000124181	ENSG00000197943								
pEE1E3_PLCg	Cytoplasm	1.00789153321164E-18	EGF, EGFR, ERBB3, PLCG1, PLCG2	ENSG00000138798	ENSG00000146648	ENSG00000065361	ENSG00000124181	ENSG00000197943							
pEE1HE3_PLCg	Cytoplasm	5.23121165009086E-34	EGF, EGFR, NRG1, ERBB3, PLCG1, PLCG2	ENSG00000138798	ENSG00000146648	ENSG00000157168	ENSG00000065361	ENSG00000124181	ENSG00000197943						
pEE1E4_PLCg	Cytoplasm	1.20785485348446E-46	EGF, EGFR, ERBB4, PLCG1, PLCG2	ENSG00000138798	ENSG00000146648	ENSG00000178568	ENSG00000124181	ENSG00000197943							
pEE1HE4_PLCg	Cytoplasm	1.30209181397094E-61	EGF, EGFR, NRG1, ERBB4, PLCG1, PLCG2	ENSG00000138798	ENSG00000146648	ENSG00000157168	ENSG00000178568	ENSG00000124181	ENSG00000197943						
pE2HE3_PLCg	Cytoplasm	6.99682989060848E-18	ERBB2, NRG1, ERBB3, PLCG1, PLCG2	ENSG00000141736	ENSG00000157168	ENSG00000065361	ENSG00000124181	ENSG00000197943							
pHE3Ev3_PLCg	Cytoplasm	9.30821874212547E-29	NRG1, ERBB3, PLCG1, PLCG2	ENSG00000157168	ENSG00000065361	ENSG00000124181	ENSG00000197943								
pE1HE3_PLCg	Cytoplasm	8.11531474891482E-17	EGFR, NRG1, ERBB3, PLCG1, PLCG2	ENSG00000146648	ENSG00000157168	ENSG00000065361	ENSG00000124181	ENSG00000197943							
